No.	T	dL
4564	322.7970886	38.71405029
4565	322.9803772	38.72512054
4566	323.0166321	38.76662445
4567	323.1539002	38.79152679
4568	323.2413635	38.79152679
4569	323.3487244	38.78045654
4570	323.357544	38.80259705
4571	323.4520569	38.80535889
4572	323.4984131	38.8330307
4573	323.6533203	38.82472992
4574	323.7478333	38.84963226
4575	323.6679382	38.88284302
4576	323.7270813	38.88284302
4577	323.9248657	38.88560486
4578	324.1839905	38.90220642
4579	324.2528687	38.94924927
4580	324.2302856	38.93817902
4581	324.315918	38.92434692
4582	324.4024658	38.96308899
4583	324.4113159	38.95478058
4584	324.4655762	38.9686203
4585	324.5304565	38.98799133
4586	324.5313721	38.99352264
4587	324.7206421	39.03779602
4588	324.8573914	39.02396393
4589	324.9933167	39.0460968
4590	325.1023254	39.04886627
4591	325.0806885	39.0820694
4592	325.2214356	39.09867096
4593	325.2863464	39.10974121
4594	325.4657593	39.11804199
4595	325.596405	39.1235733
4596	325.6515198	39.13741302
4597	325.7794495	39.14847565
4598	325.8305969	39.17338562
4599	325.7843018	39.16508484
4600	326.0452881	39.17061615
4601	326.0184631	39.18721771
4602	326.1886902	39.19828796
4603	326.1652527	39.217659
4604	326.1975098	39.21212006
4605	326.2702637	39.2591629
4606	326.2918701	39.24532318
4607	326.4148865	39.25086212
4608	326.5488586	39.28129578
4609	326.5595093	39.2591629
4610	326.7147217	39.28129578
4611	326.8742371	39.32003784
4612	327.007843	39.32280731
4613	327.1956177	39.36431122
4614	327.1819458	39.36431122
4615	327.2154236	39.39198303
4616	327.288147	39.37538147
4617	327.2084351	39.39474487
4618	327.3410645	39.37814331
4619	327.3824768	39.40028381
4620	327.5112	39.41411591
4621	327.6666565	39.43901825
4622	327.7345581	39.45285797
4623	327.7913818	39.47776031
4624	327.868042	39.47776031
4625	328.0204773	39.51096344
4626	328.0262756	39.51373291
4627	328.2200317	39.51650238
4628	328.3496094	39.53310394
4629	328.5570374	39.5635376
4630	328.5561218	39.55523682
4631	328.6002502	39.5856781
4632	328.6296997	39.55246735
4633	328.7279358	39.60227966
4634	328.7935791	39.6216507
4635	328.9076538	39.62995148
4636	329.0393066	39.65761566
4637	329.1071167	39.63548279
4638	329.0569458	39.62995148
4639	329.3448792	39.6631546
4640	329.3615723	39.69635773
4641	329.3929138	39.70188904
4642	329.5539856	39.71295929
4643	329.6838074	39.72956085
4644	329.7612915	39.75170135
4645	329.7552185	39.76830292
4646	329.8132935	39.7544632
4647	329.9440002	39.74616241
4648	329.9409485	39.76277161
4649	330.0588684	39.7766037
4650	330.1491089	39.78490448
4651	330.3022461	39.79597473
4652	330.3994751	39.83470917
4653	330.4712219	39.84577942
4654	330.5693665	39.86515045
4655	330.6252441	39.85684967
4656	330.7048645	39.91495514
4657	330.8470154	39.92325592
4658	330.8862	39.90942383
4659	331.155365	39.94815826
4660	331.0629883	39.94815826
4661	331.0462952	39.9675293
4662	331.1012878	39.99520111
4663	331.1286011	39.98413086
4664	331.2877808	40.00073242
4665	331.4299011	40.00073242
4666	331.5350037	40.00904083
4667	331.5869141	40.01180267
4668	331.5978699	40.03670502
4669	331.7412415	40.05054474
4670	331.9677429	40.08927917
4671	331.9971924	40.07267761
4672	331.9440308	40.09757996
4673	332.0284424	40.08927917
4674	332.1766052	40.11695099
4675	332.3639221	40.11418915
4676	332.4325256	40.1446228
4677	332.4795532	40.12525177
4678	332.6061401	40.19166565
4679	332.6540833	40.1805954
4680	332.7609558	40.20549774
4681	332.7590942	40.17506409
4682	332.8571472	40.21379852
4683	332.9336548	40.2220993
4684	333.0444031	40.22486877
4685	333.0690002	40.24147034
4686	333.1621704	40.25254059
4687	333.1982422	40.26637268
4688	333.4130859	40.31341553
4689	333.4935303	40.30788422
4690	333.5511475	40.31064606
4691	333.6482239	40.31341553
4692	333.808136	40.35214996
4693	333.771698	40.33831787
4694	333.9355469	40.35214996
4695	334.0581055	40.36598969
4696	334.2246094	40.37429047
4697	334.1569824	40.40749359
4698	334.203064	40.41026306
4699	334.2931519	40.41303253
4700	334.5079041	40.41856384
4701	334.3529053	40.43793488
4702	334.5891724	40.45176697
4703	334.7174377	40.46006775
4704	334.7292786	40.49604034
4705	334.8184204	40.46836853
4706	334.8811951	40.50157166
4707	334.9954834	40.51541138
4708	335.1297913	40.55138397
4709	335.2434998	40.55691528
4710	335.2658997	40.55968475
4711	335.3383484	40.57628632
4712	335.4814758	40.59565735
4713	335.4020081	40.64269257
4714	335.5056763	40.61779022
4715	335.6263123	40.62886047
4716	335.5978699	40.62886047
4717	335.7457581	40.63162994
4718	335.8751831	40.66760254
4719	335.8652039	40.64546204
4720	336.1140137	40.67590332
4721	336.2030945	40.69250488
4722	336.2882385	40.70910645
4723	336.4988709	40.74507904
4724	336.4536743	40.72570801
4725	336.5879211	40.7755127
4726	336.7288208	40.76998138
4727	336.7954712	40.78658295
4728	336.8836365	40.78658295
4729	336.8109131	40.82255554
4730	336.9793396	40.81425476
4731	337.0653687	40.78381348
4732	337.1271362	40.86129761
4733	337.3140564	40.8529892
4734	337.3110046	40.86405945
4735	337.3942871	40.88619995
4736	337.6017761	40.89173126
4737	337.6496277	40.90280151
4738	337.6517639	40.88343048
4739	337.5487671	40.93323517
4740	337.8052673	40.92217255
4741	337.9030457	40.96920776
4742	337.9969482	40.96644592
4743	338.0622864	40.96920776
4744	338.1710205	41.01625061
4745	338.3775024	41.0107193
4746	338.302124	41.03838348
4747	338.3726807	41.05498505
4748	338.4586182	41.0300827
4749	338.4976807	41.06052399
4750	338.7207947	41.05775452
4751	338.7900696	41.07435608
4752	338.90448	41.07159424
4753	338.9632263	41.10202789
4754	339.1245422	41.11032867
4755	339.1030273	41.1241684
4756	339.2125855	41.12693024
4757	339.3260803	41.14630127
4758	339.3757019	41.14076996
4759	339.5039978	41.16844177
4760	339.5869141	41.20717621
4761	339.7130737	41.21271515
4762	339.7366638	41.20994568
4763	339.7630005	41.22931671
4764	339.8128967	41.20717621
4765	339.9514771	41.26251984
4766	340.1069641	41.25144958
4767	340.1362915	41.29572296
4768	340.2046509	41.29019165
4769	340.322937	41.30125427
4770	340.2738953	41.33722687
4771	340.415802	41.32892609
4772	340.4754028	41.39533997
4773	340.5576782	41.38703918
4774	340.5887756	41.3565979
4775	340.7070618	41.3787384
4776	340.7215576	41.37319946
4777	340.8388977	41.40641022
4778	340.9795227	41.40641022
4779	341.0907593	41.44791412
4780	341.1923828	41.45067596
4781	341.3241882	41.45898438
4782	341.3644104	41.46451569
4783	341.5960083	41.45344543
4784	341.585968	41.470047
4785	341.6612549	41.47281647
4786	341.7685547	41.51432037
4787	341.7072144	41.48941803
4788	341.9544983	41.54476166
4789	341.9952698	41.55029297
4790	342.1300964	41.54476166
4791	342.200531	41.55029297
4792	342.3283386	41.58073425
4793	342.3918152	41.59733582
4794	342.4815369	41.59733582
4795	342.5891419	41.59179688
4796	342.5401611	41.61946869
4797	342.5274658	41.64437103
4798	342.6797791	41.65267181
4799	342.8544006	41.65267181
4800	342.9658814	41.67204285
4801	342.884613	41.70801544
4802	343.0390015	41.73291779
4803	343.1930847	41.74121857
4804	343.3269043	41.71631622
4805	343.3824768	41.76889038
4806	343.3356934	41.7605896
4807	343.4244385	41.77996063
4808	343.6069031	41.78549194
4809	343.6567383	41.78549194
4810	343.651001	41.82423401
4811	343.7757263	41.79379272
4812	343.9025574	41.84083557
4813	344.0831604	41.84636688
4814	344.2069702	41.86297607
4815	344.2528381	41.87680817
4816	344.3718262	41.88233948
4817	344.4509277	41.90724945
4818	344.511322	41.91831207
4819	344.3727112	41.93491364
4820	344.502594	41.93215179
4821	344.6459351	41.92385101
4822	344.7316895	41.95428467
4823	344.7990112	41.94875336
4824	344.8916931	41.98195648
4825	345.0154419	41.99025726
4826	345.1929321	42.01515961
4827	345.3353882	41.99578857
4828	345.3257446	42.05943298
4829	345.3305664	42.07603455
4830	345.536438	42.08987427
4831	345.5574951	42.09540558
4832	345.736145	42.09817505
4833	345.7633362	42.0871048
4834	345.7994995	42.12584686
4835	345.8275757	42.1092453
4836	346.1368713	42.14244843
4837	346.0958252	42.14797974
4838	346.1238709	42.17012024
4839	346.226471	42.17288208
4840	346.2828674	42.1645813
4841	346.3746033	42.17565155
4842	346.4008179	42.20885468
4843	346.3579712	42.25035858
4844	346.5157471	42.25312805
4845	346.578186	42.26696777
4846	346.6660156	42.25035858
4847	346.688324	42.2780304
4848	346.7682495	42.30294037
4849	346.8433533	42.30294037
4850	347.1123657	42.34997559
4851	347.236908	42.35551453
4852	347.4211426	42.35827637
4853	347.5360413	42.37211609
4854	347.53302	42.39978027
4855	347.5731201	42.38871765
4856	347.6665955	42.42192078
4857	347.7229614	42.44129181
4858	347.8945313	42.41085052
4859	347.9596252	42.44959259
4860	348.1176148	42.45236206
4861	348.2032166	42.46619415
4862	348.3415833	42.48279572
4863	348.336792	42.46896362
4864	348.4057617	42.49662781
4865	348.5576782	42.49662781
4866	348.5646362	42.513237
4867	348.5751648	42.52706909
4868	348.7077942	42.53536987
4869	348.7580872	42.57411194
4870	348.8518066	42.56027222
4871	348.9112244	42.59624481
4872	348.9793091	42.57964325
4873	348.9121094	42.61838531
4874	349.0482788	42.61284637
4875	349.265564	42.6266861
4876	349.3842468	42.68202209
4877	349.4884949	42.69586182
4878	349.4035339	42.68479156
4879	349.6430359	42.70693207
4880	349.7912903	42.71799469
4881	349.9069519	42.74289703
4882	349.9545288	42.73736572
4883	350.1930847	42.78993988
4884	350.1385498	42.77610779
4885	350.1813355	42.8037796
4886	350.1590881	42.77333832
4887	350.2786255	42.82038116
4888	350.3954773	42.81484222
4889	350.5101929	42.85635376
4890	350.5520935	42.83698273
4891	350.5930481	42.82591248
4892	350.5969544	42.85635376
4893	350.7116699	42.88401794
4894	350.7884522	42.90061951
4895	350.8691406	42.92552948
4896	351.0317688	42.90338898
4897	351.3234863	42.94766235
4898	351.4207153	42.94489288
4899	351.5179138	42.94213104
4900	351.6238709	42.95320129
4901	351.7036743	43.00300598
4902	351.5820313	43.00577545
4903	351.7289124	43.0306778
4904	351.77948	43.02237701
4905	351.9381104	43.05834961
4906	352.0762634	43.06388092
4907	352.0518799	43.05834961
4908	352.2354431	43.0721817
4909	352.4214478	43.08325195
4910	352.401886	43.08325195
4911	352.4446106	43.12475586
4912	352.4533386	43.13305664
4913	352.5038757	43.16902924
4914	352.5282593	43.1496582
4915	352.6594238	43.18286133
4916	352.7897034	43.18286133
4917	352.8363342	43.18009949
4918	352.8694458	43.19946289
4919	352.8955994	43.21330261
4920	353.0589905	43.23820496
4921	353.1609192	43.2271347
4922	353.3700256	43.24650574
4923	353.5002441	43.26034546
4924	353.5050659	43.25204468
4925	353.6461487	43.27140808
4926	353.6121521	43.27417755
4927	353.7128601	43.31015015
4928	353.7538147	43.2990799
4929	353.8879395	43.30184937
4930	353.8617554	43.35719299
4931	353.9772339	43.3405838
4932	354.0491333	43.38762665
4933	354.1648865	43.36825562
4934	354.2241211	43.35165405
4935	354.3696289	43.38762665
4936	354.4949951	43.43466949
4937	354.5960083	43.43190002
4938	354.7932434	43.45680237
4939	354.9291077	43.44850159
4940	354.9516602	43.45127106
4941	354.9125366	43.4761734
4942	354.9699707	43.47894287
4943	355.0718994	43.48447418
4944	355.1407166	43.50937653
4945	355.2507629	43.50661469
4946	355.2633667	43.52321625
4947	355.3661194	43.53704834
4948	355.555481	43.58132172
4949	355.6029663	43.57579041
4950	355.7661438	43.57579041
4951	355.7679138	43.5896225
4952	355.900177	43.62559509
4953	355.9815979	43.63389587
4954	356.0942383	43.65049744
4955	356.1273193	43.61729431
4956	356.2709351	43.63942719
4957	356.212616	43.64772797
4958	356.4223328	43.71137238
4959	356.4863281	43.68093872
4960	356.4649963	43.70584106
4961	356.5145569	43.69200134
4962	356.7194214	43.76118469
4963	356.7912293	43.73904419
4964	356.8930664	43.75841522
4965	356.9425964	43.766716
4966	356.9396057	43.77778625
4967	357.0531311	43.78608704
4968	357.1200867	43.81929016
4969	357.2549439	43.81375885
4970	357.3171082	43.84696198
4971	357.398468	43.84696198
4972	357.431488	43.91890717
4973	357.5819702	43.87186432
4974	357.6528626	43.89676666
4975	357.7059631	43.9161377
4976	357.8351135	43.94657135
4977	357.9972534	43.96594238
4978	358.0446777	43.96318054
4979	358.0881958	43.98254395
4980	358.2472839	44.01021576
4981	358.3259583	44.01021576
4982	358.4064026	44.03788757
4983	358.4946594	44.04065704
4984	358.5072632	44.06278992
4985	358.6576538	44.04895782
4986	358.7128601	44.07662964
4987	358.7876282	44.07939148
4988	358.9067688	44.08769226
4989	358.9445496	44.09876251
4990	359.0589294	44.12366486
4991	359.2800903	44.14026642
4992	359.4313355	44.13196564
4993	359.4447937	44.17623901
4994	359.5951538	44.1707077
4995	359.56604	44.19007874
4996	359.6338196	44.19284058
4997	359.6368103	44.19284058
4998	359.7406616	44.19561005
4999	359.7607117	44.22051239
5000	359.899353	44.23435211
5001	359.9653626	44.23711395
5002	360.0952454	44.28138733
5003	360.1417542	44.2841568
5004	360.3085327	44.29798889
5005	360.4141235	44.32843018
5006	360.5535584	44.33673096
5007	360.6573181	44.3616333
5008	360.5565491	44.3616333
5009	360.5613709	44.37270355
5010	360.7185364	44.38100433
5011	360.7077332	44.39207458
5012	360.88797	44.39207458
5013	360.9605408	44.40314484
5014	361.0369873	44.43357849
5015	361.1164551	44.45018005
5016	361.2415161	44.45294952
5017	361.3287659	44.46955109
5018	361.5137634	44.46678162
5019	361.6066895	44.49445343
5020	361.7286987	44.49999237
5021	361.700531	44.51659393
5022	361.807251	44.51105499
5023	361.791626	44.51935577
5024	361.9631653	44.53872681
5025	362.0590515	44.54702759
5026	362.2071228	44.58576965
5027	362.2961426	44.60237122
5028	362.3126221	44.63557434
5029	362.3087158	44.610672
5030	362.3629761	44.62727356
5031	362.4472046	44.62727356
5032	362.5460815	44.63834381
5033	362.7483826	44.66877747
5034	362.7492676	44.65494537
5035	362.8520508	44.68261719
5036	363.016571	44.70198822
5037	363.2083435	44.70751953
5038	363.3593445	44.710289
5039	363.4222412	44.710289
5040	363.3680115	44.77669525
5041	363.4716797	44.77392578
5042	363.5528565	44.75179291
5043	363.5732727	44.78222656
5044	363.6071167	44.79606628
5045	363.6777649	44.82096863
5046	363.7385864	44.80989838
5047	363.7646179	44.84033966
5048	363.9389648	44.83480072
5049	363.9680176	44.85971069
5050	364.1498413	44.87354279
5051	364.2031555	44.89014435
5052	364.2417908	44.89567566
5053	364.4169922	44.9012146
5054	364.4972534	44.91228485
5055	364.5592346	44.93164825
5056	364.5813599	44.95932007
5057	364.7149353	44.9786911
5058	364.7391968	44.97592163
5059	364.7951965	44.99252319
5060	365.0188599	44.98699188
5061	365.0323486	45.04233551
5062	365.1143494	45.02849579
5063	365.1260376	45.03679657
5064	365.4820252	45.08106995
5065	365.3853149	45.06446838
5066	365.6349793	45.08660889
5067	365.673584	45.08383942
5068	365.7624817	45.10874176
5069	365.9917603	45.13641357
5070	365.996521	45.13918304
5071	366.054596	45.1336441
5072	366.1123047	45.15301514
5073	366.0884399	45.16685486
5074	366.1278992	45.1502533
5075	366.1183472	45.20282745
5076	366.2622681	45.21942902
5077	366.2293701	45.21112823
5078	366.5058594	45.25816345
5079	366.6934815	45.25816345
5080	366.8511658	45.27476501
5081	366.9352417	45.2692337
5082	366.9448242	45.34394073
5083	366.9379273	45.31903839
5084	367.0561523	45.33563995
5085	367.1293945	45.32733917
5086	367.2212219	45.36054993
5087	367.3962708	45.36608124
5088	367.5131836	45.3826828
5089	367.5951233	45.37438202
5090	367.8281555	45.40758514
5091	367.8437195	45.42972565
5092	367.8783875	45.4186554
5093	367.8909607	45.40205383
5094	368.0417175	45.45185852
5095	368.025238	45.44909668
5096	368.0426025	45.4601593
5097	368.1586304	45.48783112
5098	368.1651917	45.47676086
5099	368.1942139	45.52103424
5100	368.4513855	45.52103424
5101	368.5159607	45.52380371
5102	368.6176758	45.52103424
5103	368.4657288	45.5376358
5104	368.6523132	45.57084656
5105	368.6427612	45.54317474
5106	368.7345581	45.59020996
5107	368.8995667	45.55977631
5108	369.024231	45.5957489
5109	369.0580139	45.62618256
5110	369.1091614	45.65109253
5111	369.0269165	45.65939331
5112	369.3216553	45.66215515
5113	369.4606323	45.68982697
5114	369.5350647	45.67045593
5115	369.5835571	45.709198
5116	369.6567383	45.72303009
5117	369.8865356	45.75347137
5118	369.9801025	45.75624084
5119	370.0834961	45.74517059
5120	370.1462708	45.77837372
5121	370.287323	45.77284241
5122	370.3894959	45.81434631
5123	370.4638977	45.81434631
5124	370.5353088	45.83094788
5125	370.5651856	45.85861969
5126	370.6019287	45.83924866
5127	370.6058044	45.87245178
5128	370.7650452	45.8862915
5129	370.8152466	45.92502594
5130	370.8952942	45.90566254
5131	370.9947815	45.92502594
5132	371.0787354	45.94716644
5133	371.1366882	45.9416275
5134	371.253479	45.97483826
5135	371.2967835	45.97483826
5136	371.5632324	45.96376801
5137	371.6112671	45.98590088
5138	371.7929077	46.01634216
5139	371.7743835	46.0357132
5140	371.8457336	46.03017426
5141	371.8833618	46.08274841
5142	371.9027405	46.08828735
5143	372.0087891	46.07444763
5144	372.1151123	46.11042023
5145	372.2461853	46.11595917
5146	372.4082947	46.12425995
5147	372.3474121	46.1131897
5148	372.5250855	46.14639282
5149	372.5904236	46.17683411
5150	372.6621094	46.15746307
5151	372.7295532	46.18513489
5152	372.7979126	46.1906662
5153	372.9868774	46.22110748
5154	373.04776	46.22110748
5155	373.0862427	46.24324036
5156	373.1943359	46.25708008
5157	373.2155151	46.27368164
5158	373.3188171	46.27091217
5159	373.4489441	46.27091217
5160	373.5164185	46.29858398
5161	373.5924988	46.32901764
5162	373.7035217	46.35392761
5163	373.8163147	46.35668945
5164	373.900177	46.34008789
5165	373.9753723	46.37882996
5166	373.9723816	46.37052917
5167	374.0881653	46.39543152
5168	374.2597656	46.37606049
5169	374.2424316	46.42033386
5170	374.320282	46.42863464
5171	374.5008545	46.41203308
5172	374.7138367	46.44246674
5173	374.7493286	46.46183777
5174	374.8197327	46.49781036
5175	374.8832703	46.50057983
5176	374.9778137	46.52825165
5177	375.053894	46.56145477
5178	375.1260681	46.54485321
5179	375.1472168	46.56975555
5180	375.2996826	46.5586853
5181	375.5570679	46.57805634
5182	375.5743713	46.58912659
5183	375.5549316	46.6361618
5184	375.5635986	46.63339996
5185	375.6888428	46.6167984
5186	375.7130127	46.63339996
5187	375.7968445	46.6361618
5188	375.9790344	46.66660309
5189	375.9885864	46.68043518
5190	376.0973816	46.68043518
5191	376.1513672	46.71364594
5192	376.2148438	46.68597412
5193	376.2783814	46.71364594
5194	376.4441223	46.69704437
5195	376.5434265	46.72470856
5196	376.5905151	46.76068115
5197	376.6867981	46.76345062
5198	376.7321167	46.79942322
5199	376.8313904	46.79112244
5200	376.8612061	46.81602478
5201	376.9017944	46.80495453
5202	377.0442505	46.84922791
5203	377.1318665	46.84092712
5204	377.1875916	46.84092712
5205	377.3118591	46.87136841
5206	377.3783569	46.84092712
5207	377.5151367	46.88796997
5208	377.6912537	46.8852005
5209	377.6835022	46.92947388
5210	377.7189636	46.93224335
5211	377.7556152	46.91010284
5212	377.8781128	46.95714569
5213	377.9696045	46.94054413
5214	378.0378418	46.9986496
5215	378.1793518	47.00141907
5216	378.2380371	47.01248932
5217	378.2997131	47.01248932
5218	378.3882141	47.00418854
5219	378.5085449	47.04846191
5220	378.6086426	47.02632141
5221	378.7635803	47.07336426
5222	378.7981262	47.07889557
5223	378.9107056	47.0761261
5224	378.9223328	47.12593842
5225	379.0128784	47.11763763
5226	379.0646973	47.15637207
5227	379.1466065	47.14253998
5228	379.2842102	47.16744232
5229	379.3842773	47.18127441
5230	379.4679871	47.22001648
5231	379.5632935	47.20341492
5232	379.6633301	47.22278595
5233	379.696991	47.20064545
5234	379.8548279	47.2117157
5235	379.8565979	47.24491882
5236	380.0221558	47.29473114
5237	380.1183472	47.25045776
5238	380.1481018	47.29473114
5239	380.2115173	47.28366089
5240	380.4232178	47.34176636
5241	380.5291748	47.31409454
5242	380.49646	47.35283661
5243	380.5714722	47.35560608
5244	380.6771545	47.36943817
5245	380.828064	47.37496948
5246	380.9685669	47.39710999
5247	381.004303	47.39987946
5248	381.0426941	47.42754364
5249	380.9733276	47.39710999
5250	381.0858154	47.46075439
5251	381.2819519	47.42754364
5252	381.4090881	47.46628571
5253	381.4858398	47.45521545
5254	381.5944519	47.5022583
5255	381.685791	47.49395752
5256	381.7676697	47.50778961
5257	381.8607788	47.51609039
5258	381.8693848	47.54930115
5259	381.8693848	47.56313324
5260	381.9762268	47.58250427
5261	382.1387024	47.56036377
5262	382.1762085	47.57420349
5263	382.2520447	47.60187531
5264	382.3472595	47.61017609
5265	382.4403992	47.6157074
5266	382.5558167	47.65167999
5267	382.6760254	47.64614868
5268	382.7712097	47.64060974
5269	382.8143311	47.65167999
5270	382.9392395	47.68212128
5271	382.9431458	47.68765259
5272	383.0275574	47.69042206
5273	383.0986633	47.71809387
5274	383.1718445	47.72639465
5275	383.2313232	47.76236725
5276	383.3312378	47.75959778
5277	383.4772644	47.751297
5278	383.5706787	47.76789856
5279	383.6417236	47.79003143
5280	383.8157044	47.7928009
5281	383.9057617	47.83154297
5282	384.0279846	47.82600403
5283	384.0065918	47.83154297
5284	384.0823975	47.86197662
5285	384.0508728	47.8702774
5286	384.1055908	47.88411713
5287	384.0574341	47.91455078
5288	384.171875	47.91178894
5289	384.2929077	47.9283905
5290	384.3699341	47.95329285
5291	384.3966675	47.97542572
5292	384.5081177	47.96159363
5293	384.7260437	47.96159363
5294	384.9692078	48.01693726
5295	384.9614868	48.02799988
5296	384.9709778	47.99756622
5297	385.1629639	48.03076935
5298	385.3725281	48.03630066
5299	385.4703064	48.0971756
5300	385.5193176	48.08887482
5301	385.6093445	48.08611298
5302	385.6643677	48.08334351
5303	385.7823181	48.11101532
5304	385.7238159	48.10824585
5305	385.8063965	48.13038635
5306	385.9187012	48.16358948
5307	386.013794	48.16082001
5308	386.1519775	48.18572235
5309	386.312439	48.19402313
5310	386.3641052	48.19956207
5311	386.324585	48.20786285
5312	386.4226379	48.21339417
5313	386.4600525	48.24106598
5314	386.5444336	48.21339417
5315	386.6837769	48.2549057
5316	386.760376	48.2549057
5317	386.90448	48.29917145
5318	387.0782471	48.29087067
5319	387.1127014	48.3102417
5320	387.0705261	48.32684326
5321	387.1750794	48.37665558
5322	387.3092651	48.3683548
5323	387.4399719	48.3683548
5324	387.395752	48.38218689
5325	387.4812622	48.40708923
5326	387.6164246	48.39601898
5327	387.6413269	48.43476105
5328	387.6662903	48.43476105
5329	387.7621765	48.46796417
5330	387.9118347	48.47350311
5331	387.9049988	48.48180389
5332	387.9406738	48.47626495
5333	388.1048584	48.51500702
5334	388.2446899	48.52607727
5335	388.4059143	48.52053833
5336	388.4480591	48.54267883
5337	388.5680237	48.54821014
5338	388.6312256	48.59248352
5339	388.7627564	48.60355377
5340	388.8203735	48.58418274
5341	388.929596	48.60908508
5342	389.0198059	48.61738586
5343	389.1156921	48.62568665
5344	389.1655579	48.6588974
5345	389.4638367	48.67272949
5346	389.5154724	48.68656158
5347	389.5653381	48.67272949
5348	389.6775208	48.73360443
5349	389.7819519	48.70317078
5350	389.7415772	48.74467468
5351	389.8051148	48.74743652
5352	389.8291626	48.75574493
5353	389.9546814	48.76680756
5354	389.9057007	48.7917099
5355	389.9967957	48.78617859
5356	390.234436	48.78340912
5357	390.4694519	48.8276825
5358	390.4291077	48.83598328
5359	390.4020996	48.81938171
5360	390.582489	48.84428406
5361	390.665863	48.85535431
5362	390.7818298	48.86365509
5363	390.9352112	48.90239716
5364	390.8574829	48.93560028
5365	390.9158936	48.90792847
5366	390.8613281	48.92453003
5367	390.9369507	48.94943237
5368	391.090332	48.97434235
5369	391.090332	48.99647522
5370	391.0826111	48.99647522
5371	391.21875	49.00201416
5372	391.4047241	49.01861572
5373	391.549469	49.02414703
5374	391.6900024	49.05735016
5375	391.9038391	49.05181885
5376	391.9622498	49.10162354
5377	392.0253906	49.09055328
5378	392.1472778	49.1182251
5379	392.2391968	49.11546326
5380	392.3465271	49.1403656
5381	392.3349915	49.12376404
5382	392.5140686	49.15143585
5383	392.5917053	49.16526794
5384	392.6205139	49.1763382
5385	392.678894	49.20401001
5386	392.6587524	49.23167419
5387	392.6531067	49.2178421
5388	392.8733521	49.25934601
5389	392.9815674	49.23721313
5390	393.1146545	49.26764679
5391	393.1751709	49.2538147
5392	393.124115	49.26764679
5393	393.2237244	49.28701782
5394	393.327179	49.28701782
5395	393.4104919	49.32299042
5396	393.6241455	49.33682251
5397	393.7198792	49.32299042
5398	393.7341003	49.37003326
5399	393.7177734	49.35619354
5400	393.9293518	49.40323639
5401	394.0404968	49.37833405
5402	394.3498535	49.43643951
5403	394.3966675	49.40600586
5404	394.4301453	49.45304108
5405	394.5747376	49.45858002
5406	394.5670166	49.47518158
5407	394.5047913	49.49731445
5408	394.555481	49.50285339
5409	394.6885071	49.51115417
5410	394.8570557	49.51668549
5411	394.8386536	49.52775574
5412	395.0226746	49.54988861
5413	395.0445862	49.54158783
5414	395.182312	49.5803299
5415	395.1622009	49.59416199
5416	395.3354492	49.60523224
5417	395.5653076	49.60800171
5418	395.4971924	49.59693146
5419	395.6022949	49.59139252
5420	395.6665955	49.62460327
5421	395.7086182	49.6578064
5422	395.7326355	49.59139252
5423	395.7583923	49.66333771
5424	395.9612732	49.67993927
5425	396.0770264	49.68547821
5426	396.1126099	49.71591187
5427	396.1756592	49.71038055
5428	396.2013855	49.72145081
5429	396.3716431	49.74081421
5430	396.4587097	49.76295471
5431	396.5830689	49.76572418
5432	396.5457459	49.75465393
5433	396.6559143	49.79062653
5434	396.7571716	49.79338837
5435	396.8815002	49.83213043
5436	396.7944641	49.81552887
5437	396.9188232	49.83213043
5438	396.951355	49.83213043
5439	397.0997009	49.88193512
5440	397.1464539	49.87363434
5441	397.2459106	49.88193512
5442	397.5090637	49.90130615
5443	397.6513977	49.89853668
5444	397.7088318	49.92344666
5445	397.7881165	49.93727875
5446	397.7727356	49.95941925
5447	397.8828735	49.95388031
5448	397.9831848	49.95664978
5449	398.0071716	49.99538422
5450	398.1302185	50.00369263
5451	398.37146	50.02859497
5452	398.467865	50.03412628
5453	398.4850464	50.03689575
5454	398.4773254	50.04242706
5455	398.6016235	50.05072784
5456	398.6782532	50.06732941
5457	398.7155457	50.08670044
5458	398.8359375	50.08670044
5459	399.0116577	50.13374329
5460	399.0614014	50.12267303
5461	399.1063538	50.15587616
5462	399.1817627	50.14757538
5463	399.300415	50.16694641
5464	399.3826599	50.15587616
5465	399.402771	50.18907928
5466	399.5441895	50.19184875
5467	399.5527039	50.21952057
5468	399.7668762	50.24442291
5469	399.9091187	50.24996185
5470	399.9815674	50.23612213
5471	400.1421509	50.24165344
5472	400.0620117	50.2748642
5473	400.2158203	50.28592682
5474	400.2513123	50.26932526
5475	400.2628784	50.33573914
5476	400.2013245	50.35787201
5477	400.4230957	50.34127045
5478	400.5263062	50.34403992
5479	400.645752	50.35511017
5480	400.7241211	50.38554382
5481	400.7947693	50.39107513
5482	400.8358765	50.39938354
5483	400.9848938	50.41598511
5484	401.0174255	50.43258667
5485	401.1253357	50.4519577
5486	401.2272949	50.47686005
5487	401.244751	50.47962189
5488	401.3792419	50.48792267
5489	401.4318848	50.51006317
5490	401.4978027	50.50453186
5491	401.627533	50.5072937
5492	401.8090515	50.52113342
5493	401.8710938	50.52113342
5494	401.8959351	50.55156708
5495	402.0286255	50.54049683
5496	402.0906982	50.60137939
5497	402.1506653	50.5847702
5498	402.3017273	50.61521149
5499	402.2712708	50.63181305
5500	402.2845764	50.61244202
5501	402.4725037	50.63181305
5502	402.526001	50.64564514
